timestamp_ms,fps,frame_ms,gc_pause_ms,heap_used_mb,loaded_chunks,meshed_chunks,pending_mesh_jobs,pending_io_jobs,mesh_quads,main_thread_blocked_ms
36464,34.00,30.630,0,1755,1382,287,0,0,1846814,0
36584,34.00,30.217,0,1761,1367,287,0,6,1846814,0
36701,34.00,29.745,0,1763,1382,287,0,0,1846814,0
36822,34.00,30.135,0,1765,1382,287,0,0,1846814,0
36944,33.00,30.378,0,1767,1382,287,0,0,1846814,0
37063,33.00,30.336,0,1767,1382,287,0,0,1846814,0
37181,33.00,29.423,0,1767,1382,287,0,0,1846814,0
37303,33.00,30.083,0,1767,1382,287,0,0,1846814,0
37424,33.00,30.027,0,1775,1364,287,0,6,1846814,0
37545,33.00,30.102,0,1779,1382,287,0,0,1846814,0
37669,33.00,30.468,0,1781,1382,287,0,0,1846814,0
37788,33.00,30.060,0,1781,1382,287,0,0,1846814,0
37913,33.00,32.422,0,1785,1378,287,0,4,1846814,0
38033,33.00,30.212,0,1785,1382,287,0,0,1846814,0
38154,33.00,30.527,0,1789,1382,287,0,0,1846814,0
38276,33.00,31.193,0,1789,1382,287,0,0,1846814,0
38403,33.00,30.452,0,1793,1359,287,0,6,1846814,0
38524,33.00,32.422,0,1799,1382,287,0,0,1846814,0
38646,33.00,29.923,0,1801,1382,287,0,0,1846814,0
38773,33.00,30.698,0,1801,1382,287,0,0,1846814,0
38897,33.00,32.094,0,1803,1362,287,0,6,1846814,0
39020,33.00,30.375,0,1807,1381,287,0,0,1846814,0
39146,33.00,31.572,0,1813,1381,287,0,0,1846814,0
39275,33.00,32.870,0,1815,1381,287,0,0,1846814,0
39405,33.00,31.726,0,1815,1381,287,0,0,1846814,0
39532,33.00,30.953,0,1815,1381,287,0,0,1846814,0
39662,33.00,32.770,0,1815,1381,287,0,0,1846814,0
39791,33.00,31.585,0,1823,1366,287,0,6,1846814,0
39923,33.00,31.710,0,1825,1382,287,0,0,1846814,0
40025,31.00,32.389,0,1829,1382,287,0,0,1846814,0
40154,31.00,34.471,0,1829,1382,287,0,0,1846814,0
40287,31.00,34.457,0,1829,1382,287,0,0,1846814,0
40387,31.00,33.350,0,1829,1382,287,0,0,1846814,0
40487,31.00,32.186,0,1829,1382,287,0,0,1846814,0
40588,31.00,34.324,0,1833,1352,287,0,6,1846814,0
40690,31.00,34.380,0,1839,1370,287,0,6,1846814,0
40823,31.00,34.374,0,1841,1382,287,0,0,1846814,0
40924,31.00,34.314,0,1841,1382,287,0,0,1846814,0
41033,30.00,35.958,0,1857,1382,287,0,0,1846814,0
41163,30.00,33.818,0,1877,1382,287,0,0,1846814,0
41265,30.00,34.199,0,1891,1382,287,0,0,1846814,0
41367,30.00,33.807,0,1905,1382,287,0,0,1846814,0
41472,30.00,35.746,0,1919,1382,287,0,0,1846814,0
41574,30.00,34.819,0,1939,1359,287,0,6,1846814,0
41707,30.00,33.250,0,1963,1382,287,0,0,1846814,0
41841,30.00,34.804,0,1981,1382,287,0,0,1846814,0
41941,29.00,32.998,0,1995,1382,287,0,0,1846814,0
42043,29.00,32.937,0,2009,1382,287,0,0,1846814,0
42169,29.00,33.099,60,957,1363,287,0,6,1846814,0
42294,29.00,34.917,0,981,1382,287,0,0,1846814,0
42395,29.00,33.925,0,995,1382,287,0,0,1846814,0
42497,29.00,33.270,0,1009,1382,287,0,0,1846814,0
42604,29.00,33.101,0,1023,1382,287,0,0,1846814,0
42733,29.00,33.075,0,1043,1382,287,0,0,1846814,0
42836,29.00,33.337,0,1057,1382,287,0,0,1846814,0
42940,28.00,32.706,0,1073,1355,287,0,6,1846814,0
43075,28.00,35.774,0,1097,1379,287,0,3,1846814,0
